shop_name,address,tel,genre_name,zip_code,offical_page
フォンターナ（ホテル東日本宇都宮）,栃木県 宇都宮市 上大曽町492-1,028-643-5555,フレンチ・イタリアン,320-0013,https://www.hotelhigashinihon.com/restaurant_square/
フォーシーズン静風,栃木県 真岡市 台町11-8,0285-82-3388,和食・寿司,321-4306,http://www.fs-seifu.com/
Fall of the leaf,栃木県 下野市 駅東5-3-1 大岡ﾊﾟﾅﾊｲﾂ1-103,0285-39-7026,カフェ・スイーツ,329-0413,https://foodplace.jp/fall-of-the-leaf/
ふか川,栃木県 足利市 大前町724,0284-62-3443,和食・寿司,326-0845,http://www.unagi-fukagawa.com/
ふかや,栃木県 小山市 城東3-17-1,0285-37-6966,和食・寿司,323-0807,
福一吉,栃木県 宇都宮市 東宿郷2-17-10東口屋台村内,028-601-7529,居酒屋,321-0953,
福寿屋,栃木県 栃木市 出流町282,0282-31-0570,うどん・そば・丼,328-0206,
福田川,栃木県 那須烏山市 南2－11-21,0287-82-2334,和食・寿司,321-0627,https://www.tochinavi.net/spot/home/?id=5991
福ちゃん,栃木県 宇都宮市 池上町2-7,028-688-0996,焼肉・ホルモン・韓国料理,320-0801,
福のや,栃木県 宇都宮市 駅前通り3-1-16 kk第2ﾋﾞﾙB1,028-632-5390,居酒屋,321-0964,
富久吉,栃木県 宇都宮市 江曽島町1046-1,028-645-1220,和食・寿司,321-0102,http://www.u-fukuyoshi.com/
福よし　小山店,栃木県 小山市 喜沢1475 ﾊｰﾍﾞｽﾄｳｫｰｸ内 ｽｰﾊﾟｰﾋﾞﾊﾞﾎｰﾑ小山店,0285-25-8491,ラーメン・餃子,323-0014,http://aqua-ltd.co.jp/
ふくろうカフェ　Ｆｕｋｕ,栃木県 足利市 通3-2774 平塚ﾋﾞﾙ1F,080-9410-2960,カフェ・スイーツ,326-0814,https://r.goope.jp/ashikagaowl
ふくろうのす,栃木県 宇都宮市 曲師町2-12 みすずﾋﾞﾙ2F,090-4367-7592,居酒屋,320-0803,
ふぐ料理　きのめ,栃木県 宇都宮市 元今泉3-20-16,028-633-9795,和食・寿司,321-0954,
藤寿司,栃木県 塩谷郡高根沢町 宝積寺1210-5,028-675-0203,和食・寿司,329-1233,
ふじもと,栃木県 日光市 山内2339-1,0288-53-3751,洋食,321-1431,https://www.meiji-yakata.com
冨士屋観光センター,栃木県 日光市 安川町4-9,0288-54-0272,ファミリーレストラン・食堂,321-1432,http://www.nikko-fujiya.com/
不二家レストラン栃木店,栃木県 栃木市 箱森町50-33,0282-20-6177,ファミリーレストラン・食堂,328-0075,
二荒レストセンター,栃木県 日光市 中宮祠2485,0288-51-0707,ファミリーレストラン・食堂,321-1661,
フタツメ　越戸店,栃木県 宇都宮市 越戸3-15-11,028-678-5214,ラーメン・餃子,321-0951,
フタバハイウェイ　ホットデリ,栃木県 宇都宮市 今里町1149,028-674-2121,ファーストフード,321-0402,
フタバハイウェイレストラン　九尾,栃木県 宇都宮市 今里町1149,028-674-2121,その他,321-0402,https://www.futabafoods.co.jp
fudancafe,栃木県 宇都宮市 大通り1-1-3,028-621-1010,カフェ・スイーツ,320-0811,http://www.fudancafe.coｍ
フライングガーデン　足利店,栃木県 足利市 堀込町2633-8,0284-71-7122,ファミリーレストラン・食堂,326-0831,http://www.fgarden.co.jp/
フライングガーデン　今市店,栃木県 日光市 瀬尾28-1,0288-30-7335,ファミリーレストラン・食堂,321-1264,http://www.fgarden.co.jp/
フライングガーデン　氏家店,栃木県 さくら市 櫻野905-1,028-681-59549,ファミリーレストラン・食堂,329-1312,http://www.fgarden.co.jp/
フライングガーデン　宇都宮インターパーク店,栃木県 宇都宮市 インターパーク1-2-3,028-688-3335,ファミリーレストラン・食堂,321-0118,http://www.fgarden.co.jp/
フライングガーデン　小山犬塚店,栃木県 小山市 犬塚1-5-21,0285-25-5151,ファミリーレストラン・食堂,323-0811,http://www.fgarden.co.jp/
フライングガーデン　小山50号店,栃木県 小山市 萩島115-4,0285-33-1155,ファミリーレストラン・食堂,323-0046,http://www.fgarden.co.jp/
フライングガーデン　鹿沼店,栃木県 鹿沼市 栄町2-7-17,0289-65-5099,ファミリーレストラン・食堂,322-0028,http://www.fgarden.co.jp/
フライングガーデン　佐野店,栃木県 佐野市 堀米町20-1,0283-24-7001,ファミリーレストラン・食堂,327-0843,http://www.fgarden.co.jp/
フライングガーデン　下戸祭店,栃木県 宇都宮市 下戸祭2-14-2,028-625-6839,ファミリーレストラン・食堂,320-0055,http://www.fgarden.co.jp/
フライングガーデン　下平出店,栃木県 宇都宮市 下平出町160-2,028-613-5655,ファミリーレストラン・食堂,321-0903,http://www.fgarden.co.jp/
フライングガーデン　栃木店,栃木県 栃木市 野中町36-1,0282-22-6123,ファミリーレストラン・食堂,328-0124,http://www.fgarden.co.jp/
フライングガーデン　豊郷台店,栃木県 宇都宮市 長岡町46-1,028-650-4533,ファミリーレストラン・食堂,320-0004,http://www.fgarden.co.jp/
フライングガーデン　西那須野店,栃木県 那須塩原市 下永田5-1348-1,0287-39-6003,ファミリーレストラン・食堂,329-2712,http://www.fgarden.co.jp/
フライングガーデン　東簗瀬店,栃木県 宇都宮市 東簗瀬1-28,028-638-7222,ファミリーレストラン・食堂,321-0925,http://www.fgarden.co.jp/
フライングガーデン　真岡店,栃木県 真岡市 八木岡745-1,0285-81-1288,ファミリーレストラン・食堂,321-4334,http://www.fgarden.co.jp/
フライングガーデン　若松原店,栃木県 宇都宮市 若松原1-2-27,028-688-1601,ファミリーレストラン・食堂,321-0139,http://www.fgarden.co.jp/
FLAT Cafe,栃木県 宇都宮市 戸祭町2123-1,028-678-6388,カフェ・スイーツ,320-0053,https://tochinavi.net/spot/home/?id=17148
ふらり酔家,栃木県 宇都宮市 東宿郷1-3-6,028-638-4180,居酒屋,321-0953,
フランス料理　オーロラ（ホテルニューイタヤ内）,栃木県 宇都宮市 大通り2-4-6 本館8F,028-635-5515,フレンチ・イタリアン,320-0811,https://www.newitaya.com
フランス料理アコール,栃木県 宇都宮市 みどり野町13-21,028-655-3590,フレンチ・イタリアン,321-0136,https://acoold.com/
フリーフライト,栃木県 宇都宮市 東宿郷4-4-6 ﾌﾘｰﾌﾗｲﾄﾋﾞﾙ1F,028-633-8264,バー・ダイニングバー,321-0953,
ふる里,栃木県 那須郡那須町 高久乙2733-3,0287-78-0529,うどん・そば・丼,325-0303,
古はし,栃木県 日光市 御幸町3-10,0288-54-0004,和食・寿司,321-1404,
フルーツダイニングパレット駅ビルパセオ店,栃木県 宇都宮市 川向町1-23,028-627-8596,カフェ・スイーツ,321-0965,https://www.8010-pallet.com/
フルーツダイニングパレット下戸祭店,栃木県 宇都宮市 下戸祭2-18-1,028-621-8020,カフェ・スイーツ,320-0055,https://www.8010-pallet.com/
フルーツパーク森の風,栃木県 那須郡那須町 高久丙1179-2,0287-73-5571,カフェ・スイーツ,325-0302,https://nihonhouse-farm.co.jp/
FURECAFE,栃木県 下野市 三王山698-5 ふれあい館1F,050-3463-5821,カフェ・スイーツ,323-0101,https://r.gnavi.co.jp/cyus60ay0000/
フレッシュネスバーガー　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-683-7661,ファーストフード,321-8555,
フレッシュネスバーガーインターパークビレッジ店,栃木県 宇都宮市 インターパーク4-1-3 ｲﾝﾀｰﾊﾟｰｸﾋﾞﾚｯｼﾞ内,028-657-7667,ファーストフード,321-0118,
フレッシュネスバーガー宇都宮店,栃木県 宇都宮市 曲師町2-18 ｵﾘｵﾝ通りﾌｪｽﾀ1F,028-614-4840,ファーストフード,320-0803,
フレッシュネスバーガー佐野プレミアムアウトレット,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑｱｳﾄﾚｯﾄ内,0283-86-7062,ファーストフード,327-0822,
フレッシュネスバーガー那須ガーデンアウトレット店,栃木県 那須塩原市 塩野崎184-7 那須ｶﾞｰﾃﾞﾝｱｳﾄﾚｯﾄ内,0287-69-6577,ファーストフード,329-3122,
フレンチバルGOE,栃木県 さくら市 卯の里2-24-1 ﾌﾟﾚｲｽﾒｿﾞﾝ美輝103,028-348-2443,フレンチ・イタリアン,329-1323,
FOODBOATcafe　イオンモール佐野新都市店,栃木県 佐野市 高萩町1324-1　イオンモール佐野新都市1F,0283-86-7780,カフェ・スイーツ,327-0821,https://www.aeon.jp/sc/sanoshintoshi/shop/store/food-229.html
BROWN SUGAR ESPRESSO COFFEE,栃木県 宇都宮市 宝木町1-55-1 laundry coffee宝木町店内,090-6300-1273,カフェ・スイーツ,320-0061,
ブラッスリー　ラ・トゥール,栃木県 宇都宮市 駅前通り3-1-1 後藤ﾋﾞﾙ1F,028-680-4641,バー・ダイニングバー,321-0964,
BRASSERIESoleil,栃木県 那須塩原市 上厚崎122-9,0287-74-6141,フレンチ・イタリアン,325-0026,
bliss cafe,栃木県 宇都宮市 中央5-1-8 ｶﾏｶﾞﾜﾘﾋﾞﾝｸﾞ2F,080-7959-9724,カフェ・スイーツ,320-0806,
BLEU SAISONS,栃木県 宇都宮市 江曽島町1412-5 ﾕﾅｲﾃｯﾄﾞｶﾞｰﾃﾞﾝ,028-666-5139,フレンチ・イタリアン,321-0102,https://s.tabelog.com/tochigi/A0901/A090101/9019184/top_amp/
BLUE MAGIC,栃木県 宇都宮市 池上町3-8-1F,028-307-0971,バー・ダイニングバー,320-0801,http://bluemagic-brew.com/
ブロンコ,栃木県 宇都宮市 大通り2-1-4,028-635-9162,バー・ダイニングバー,320-0811,https://www.bronco-utsunomiya.net/
ぶんか食堂,栃木県 栃木市 万町14-2,0282-22-0491,和食・寿司,328-0015,
ブーカもりやま,栃木県 足利市 田中町943-8 去田ﾋﾞﾙ102,0284-64-7219,フレンチ・イタリアン,326-0822,
ブーランジェベーグ　足利生鮮市場TOP店,栃木県 足利市 堀込町字宮前250-1 生鮮市場TOP足利店,0284-64-9730,その他,326-0831,http://aqua-ltd.co.jp/
ブーランジェベーグ　足利ビバホーム店,栃木県 足利市 堀込町字宮前250-1 ｽｰﾊﾟｰﾋﾞﾊﾞﾎｰﾑ足利堀込店,0284-72-0603,その他,326-0831,http://aqua-ltd.co.jp/
ブーランジェベーグ　小山店,栃木県 小山市 喜沢1475 ﾊｰﾍﾞｽﾄｳｫｰｸ内 ｽｰﾊﾟｰﾋﾞﾊﾞﾎｰﾑ小山店,0285-29-7131,その他,323-0014,http://aqua-ltd.co.jp/
ぷち　ほっと,栃木県 宇都宮市 南大通り4-2-3,028-616-8885,ファミリーレストラン・食堂,321-0963,
プチシャル,栃木県 足利市 田中町787,0284-71-7149,その他,326-0822,
プチボヌール,栃木県 佐野市 富岡町324,0283-22-2273,フレンチ・イタリアン,327-0844,http://www.hotelmiyoshino.co.jp
ぷっちぃーカフェ,栃木県 宇都宮市 若松原2-17-17,028-678-3820,カフェ・スイーツ,321-0139,
プライム太一,栃木県 野木町 丸林 572-8,0280-55-2317,ラーメン・餃子,329-0111,
プラザハマダ,栃木県 足利市 通2-12-11,0284-41-2301,カフェ・スイーツ,326-0814,http://www.plazahamada.co.jp
プランゾ,栃木県 栃木市 境町22-14,0282-25-0205,フレンチ・イタリアン,328-0043,
PRONTO小山駅店,栃木県 小山市 城山町3 小山駅ﾋﾞﾙVAL3F,0285-20-5655,洋食,323-0025,
Punto -大谷町食堂-,栃木県 宇都宮市 大谷町1152,028-908-8055,フレンチ・イタリアン,321-0345,https://sites.google.com/view/puntooya/
ぷんぷくまる　おやまゆうえんハーヴェストウォーク,栃木県 小山市 喜沢1475 ﾊｰヴｪｽﾄｳｫｰｸ1F,0285-25-8213,中華料理,323-0014,https://kiwa-group.co.jp/punpuku_oyama/
平家そば 志おや,栃木県 日光市 湯西川990-2,0288-98-0434,うどん・そば・丼,321-2601,
平家の里（餉の館）,栃木県 日光市 湯西川1042,0288-98-0126,カフェ・スイーツ,321-2601,http://www.heikenosato.com/
ベジタブルキッチン サンテ,栃木県 宇都宮市 砥上町1085-2,028-648-9831,洋食,320-0856,http://www.sante831.jp/
ベジタブル　ベース　キメラ,栃木県 宇都宮市 岩曽町1377-163 ｺﾄﾌﾞｷﾋﾞﾙ1F,028-660-2770,カフェ・スイーツ,321-0973,https://www.tochinavi.net/spot/home/?id=15918
ベスタ,栃木県 小山市 下泉98,0285-38-1307,洋食,323-0055,http://www.besta-j.com
ベックスコーヒーショップ宇都宮店,栃木県 宇都宮市 川向町1-23 JR宇都宮駅新幹線改札横,080-3579-7690,カフェ・スイーツ,321-0965,
ベックスコーヒーショップ小山,栃木県 小山市 城山町3-3-22 JR小山駅改札内 Dila小山内,080-3004-5439,カフェ・スイーツ,323-0025,
紅虎菜舗　佐野プレミアム・アウトレット,栃木県 佐野市 越名町2058 ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ,0283-27-3118,中華料理,327-0822,https://kiwa-group.co.jp/benitorasaiho_sano/
BABYFACEPLANETS'宇都宮店,栃木県 宇都宮市 簗瀬町1865-1 ｶﾙﾏｰﾚ宇都宮1F,028-612-1648,洋食,321-0933,https://babyface-u.owst.jp/
Belleans,栃木県 宇都宮市 伝馬町2-22,028-638-3224,フレンチ・イタリアン,320-0035,
Bel tempo,栃木県 足利市 寿町15-10,0284-42-0373,フレンチ・イタリアン,326-0025,
BENTO CAFE KODAMA,栃木県 日光市 鬼怒川温泉大原1390,0288-25-3234,カフェ・スイーツ,321-2522,https://bentocafekodama.favy.jp/
ベーカリーカフェ　ペニーレイン,栃木県 宇都宮市 鶴田3-1-4,028-647-1966,カフェ・スイーツ,320-0857,http://pennylane.company/bakery/bakery-tsuruta
ベーカリーレストラン　ペニーレイン,栃木県 那須郡那須町 湯本656-2,0287-76-1960,洋食,325-0301,http://pennylane.company/
BAGEL&BAGEL佐野プレミアム・アウトレット店,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ1100区画,0283-27-7335,カフェ・スイーツ,327-0822,https://bagelbagel.jp/
PEQUE,栃木県 宇都宮市 江野町10-2,028-634-9595,居酒屋,320-0802,https://www.hotpepper.jp/strJ001170665/
ペッパーランチ　ベルモール店,栃木県 宇都宮市陽東6-2-1 宇都宮ﾍﾞﾙﾓｰﾙ1F,028-683-0829,洋食,321-0904,
ペッパーランチ宇都宮バンバ通り店,栃木県 宇都宮市 馬場通り2-3-12 MEGAﾄﾞﾝ･ｷﾎｰﾃ宇都宮店1F,028-680-4829,洋食,320-0026,http://www.pepperlunch.com/
ペニーレイン,栃木県 宇都宮市 中岡本町3710-14,028-671-1962,カフェ・スイーツ,329-1105,http://pennylane.company/bakery/pennylane_okamoto
ペニーレイン宿郷店,栃木県 宇都宮市 東宿郷6-9-15,028-612-1380,カフェ・スイーツ,321-0953,http://pennylane.company/shukugo
保護猫カフェ　猫見家,栃木県 宇都宮市 江野町3-7 矢口ﾋﾞﾙ2F,028-307-6174,カフェ・スイーツ,320-0802,http://nekomiya.jimdo.com/
ほし,栃木県 那須郡那須町 湯本206-839,0287-76-1737,うどん・そば・丼,325-0301,http://sobahoshi.com/
星乃珈琲店宇都宮店,栃木県 宇都宮市 鶴田1-7-23,028-621-5131,カフェ・スイーツ,320-0857,http://www.hoshinocoffee.com/
星乃珈琲店小山店,栃木県 小山市 雨ケ谷121-4,0285-39-8310,カフェ・スイーツ,323-0826,
星乃珈琲店栃木店,栃木県 栃木市 泉町7-23,0282-21-8177,カフェ・スイーツ,328-0014,http://www.hoshinocoffee.com/
星ノ雫,栃木県 宇都宮市 鶴田町1998-5 菖蒲苑ﾏﾝｼｮﾝ102,028-648-8007,居酒屋,320-0851,
星の杜,栃木県 宇都宮市 曲師町3-8 角常ｵﾘｵﾝﾋﾞﾙ1F西,028-601-4234,ラーメン・餃子,320-0803,https://www.kazenomori-family.com
Hostaria Kofuji,栃木県 宇都宮市 御幸ケ原町68-32 林ﾊｲﾂⅠ 102,028-612-8434,フレンチ・イタリアン,321-0982,
北海道味噌らーめん　なかむら商店,栃木県 宇都宮市 鶴田町2967-1,028-615-7371,ラーメン・餃子,320-0851,https://yell-to.co.jp/
ほっこり串焼き　たのしや,栃木県 大田原市 住吉町1ｰ15-6,0287-24-2087,居酒屋,324-0057,https://tanoshiya.gorp.jp/
ホテルエピナール那須　エルバージュ,栃木県 那須郡那須町 高久丙1 ﾎﾃﾙｴﾋﾟﾅｰﾙ那須(ﾒｲﾝﾀﾜｰ1F),0287-78-6000,その他,325-0302,https://www.epinard.jp/restaurant/herbage/index.html
ホテルエピナール那須　オークレール,栃木県 那須郡那須町 高久丙1 ﾎﾃﾙｴﾋﾟﾅｰﾙ那須(ﾒｲﾝﾀﾜｰ1F),0287-78-6000,カフェ・スイーツ,325-0302,https://www.epinard.jp/restaurant/eau_clair/index.html
ホテルエピナール那須　菜す乃,栃木県 那須郡那須町 高久丙1 ﾎﾃﾙｴﾋﾟﾅｰﾙ那須(ｱﾈｯｸｽﾀﾜｰ2F),0287-78-6000,和食・寿司,325-0302,https://www.epinard.jp/restaurant/nasuno/index.html
ホテルエピナール那須　メリメランジュ,栃木県 那須郡那須町 高久丙1 ﾎﾃﾙｴﾋﾟﾅｰﾙ那須(ﾒｲﾝﾀﾜｰ13F),0287-78-6000,フレンチ・イタリアン,325-0302,https://nasu-melimelanges.com/menu/
ホテル花月,栃木県 大田原市 黒羽向町2,0287-54-1105,和食・寿司,324-0241,http://www.kagetsu.jp
ホテル・割烹　若葉,栃木県 芳賀郡茂木町 茂木2161-3,0285-63-0148,和食・寿司,321-3531,https://hotel-wakaba.co.jp/
ホテル清晃苑,栃木県 日光市 山内2350,0288-53-5555,和食・寿司,321-1431,http://www.hotel-seikoen.com/
ホテル春茂登,栃木県 日光市 安川町5-13,0288-54-1133,その他,321-1432,http://www.harumoto.net
ホテルハーヴェスト鬼怒川　レストランリヴィエール,栃木県 日光市 鬼怒川温泉大原14-10,0288-76-0100,洋食,321-2522,https://www.resorthotels109.com/kinugawa/restaurant.html
ホテルフォレストヒルズ那須　レストラン　マヨール,栃木県 那須郡那須町 高久乙1880,0287-78-0666,フレンチ・イタリアン,325-0303,https://www.forest-hills.jp/
ホテル森の風那須,栃木県 那須郡那須町 高久丙1179-2,0120-743-177,和食・寿司,325-0302,https://www.morinokaze-nasu.com/
骨付鶏の千鳥,栃木県 大田原市 住吉町2-19-4 スカイハイツコスモc棟101,0287-47-7758,居酒屋,324-0057,
ホルモンみらい,栃木県 宇都宮市 陽東8-8-27,028-662-2495,焼肉・ホルモン・韓国料理,321-0904,
ホルモン焼　炭家,栃木県 宇都宮市 中央本町1-4 ﾏﾙﾖｼﾋﾞﾙ2F,028-632-7615,焼肉・ホルモン・韓国料理,320-0805,https://sumiya.owst.jp/
本格手打ちうどん久ヱ門,栃木県 野木町 野木376-1,0280-23-2006,うどん・そば・丼,329-0114,
本格手打つけ汁うどん　藤ヱ門　小山駅ビル店,栃木県 小山市 城山町3-3-22,0285-24-4110,うどん・そば・丼,323-0025,https://fujiemon.net/
本格手打つけ汁うどん　藤ヱ門　本店,栃木県 小山市 城北6-1-4,0285-25-0311,うどん・そば・丼,323-0029,https://fujiemon.net/
本格手打つけ汁うどん藤ヱ門おやまゆうえんハーヴェストウォーク店,栃木県 小山市 喜沢1475 おやまゆうえんﾊｰヴｪｽﾄｳｫｰｸ内,0285-22-5110,うどん・そば・丼,323-0014,https://fujiemon.net/
本格手打つけ汁うどん　藤ヱ門　道の駅思川店,栃木県 小山市 下国府塚25-1 道の駅思川内,0285-37-6110,うどん・そば・丼,323-0065,https://fujiemon.net/
本気家源天　本店,栃木県 下野市 川中子3328-2,0285-44-9448,居酒屋,329-0415,
本気家源天　道の駅しもつけ店,栃木県 下野市 薬師寺3720-1,0285-37-7357,和食・寿司,329-0431,
本宮カフェ,栃木県 日光市 山内2384,0288-54-1669,カフェ・スイーツ,321-1431,
本家やまびこ,栃木県 日光市 安川町10-8,0288-53-1556,うどん・そば・丼,321-1432,https://www.nikko-yamabico.com
本陣カフェ,栃木県 日光市 今市719-1,0288-25-5557,カフェ・スイーツ,321-1261,
株式会社 野村ファーム 牧場直営焼肉 野村屋,栃木県 宇都宮市 簗瀬町142-1,028-638-1399,焼肉・ホルモン・韓国料理,321-0933,
ぼちぼち,栃木県 宇都宮市 駅前通り1-4-6 ﾄﾅﾘｴ宇都宮南側1F,028-621-3808,居酒屋,321-0964,
ボルツァーノ　陽だまり,栃木県 真岡市 亀山332-14,090-3003-6605,フレンチ・イタリアン,321-4363,
ボロンゴ,栃木県 宇都宮市 宮町2-15,028-307-2876,フレンチ・イタリアン,320-0025,https://r.gnavi.co.jp/5wvj3afc0000/
BON CHIC CAFÉ,栃木県 宇都宮市 今宮4-10-9,028-612-1200,カフェ・スイーツ,321-0166,https://bcbgjapan.co.jp/
梵天の湯,栃木県 宇都宮市 今里町18-4,028-674-8963,ラーメン・餃子,321-0402,http://ｗｗｗ.bonten-no-yu.com/
ポッポ　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-689-7422,ファーストフード,321-8555,
ポッポ小山店,栃木県 小山市 駅東通り2-3-15 ｲﾄｰﾖｰｶﾄﾞｰ小山店1F,0285-23-6111,ファーストフード,323-0022,https://www.7fs-poppo.jp/pp/
ポモドーロ,栃木県 小山市 駅南町5-13-21,0285-27-3773,フレンチ・イタリアン,323-0822,
ポモドーロ（小山グランドホテル）,栃木県 小山市 神鳥谷202,0285-24-5111,洋食,323-0827,
ポワロー,栃木県 栃木市 片柳町2-4-33 山本ﾋﾞﾙ,050-7127-7016,フレンチ・イタリアン,328-0053,http://poireau.net
ぽんず,栃木県 宇都宮市 宿郷1-5-3,028-678-3684,居酒屋,321-0945,
ポンテヴェッキオ,栃木県 小山市 天神町2-3-5 丸源ハイツ1F,0285-24-9990,フレンチ・イタリアン,323-0032,
マウントジーンズ那須エンジョイ(2F),栃木県 那須郡那須町 大島966,0287-77-2300,ファミリーレストラン・食堂,329-3223,https://www.mtjeans.com
マウントジーンズ那須ジョイフル(1F),栃木県 那須郡那須町 大島966,0287-77-2300,ファミリーレストラン・食堂,329-3223,https://www.mtjeans.com/green/
マウントジーンズ那須ナチュラル(山頂),栃木県 那須郡那須町 大島966,0287-77-2300,ファミリーレストラン・食堂,329-3223,https://www.mtjeans.com
マクドナルド　294真岡店,栃木県 真岡市 田町1335-1,0285-85-0606,ファーストフード,321-4325,
マクドナルド　408真岡店,栃木県 真岡市 長田5-1-2,0285-80-1183,ファーストフード,321-4364,
マクドナルド　宇都宮インターパーク福田屋店,栃木県 宇都宮市 インターパーク6-1-1,028-657-6313,ファーストフード,321-0118,
マクドナルド　宇都宮テクノポリスセンター店,栃木県 宇都宮市 ゆいの杜1-2-77,028-667-8661,ファーストフード,321-3226,
マクドナルド　上三川インターチェンジ店,栃木県 宇都宮市 東谷町12-1,028-688-1067,ファーストフード,321-0123,
マクドナルド　白沢街道宇都宮店,栃木県 宇都宮市 下川俣町206-325,028-661-7302,ファーストフード,321-0972,
マクドナルド　ベルモール店,栃木県 宇都宮市 陽東6-2-1,028-689-7361,ファーストフード,321-8555,
マクドナルド　宝積寺バイパス店,栃木県 塩谷郡高根沢町 光陽台1-12-3,028-675-9211,ファーストフード,329-1232,
マクドナルド　4号線　氏家店,栃木県 さくら市 卯の里4-51-1,028-682-8464,ファーストフード,329-1323,
マクドナルド鹿沼晃望台店,栃木県 鹿沼市 貝島町573-1,0289-65-7160,ファーストフード,322-0027,
鮪市場　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-662-9678,和食・寿司,321-8555,
まぐろ・うどん　ゆるりや,栃木県 宇都宮市 中里町225,028-674-3880,うどん・そば・丼,321-0414,
まぐろダイニング美蔵ホテルルートイン西那須野店,栃木県 那須塩原市 睦105-18,0287-39-6121,居酒屋,329-2706,
まぐろ丼　加一,栃木県 足利市 大前町435,0284-62-0648,和食・寿司,326-0845,
まげし　とちぎや,栃木県 宇都宮市 曲師町2-11,028-635-4155,うどん・そば・丼,320-0803,
まごころらーめんまこと,栃木県 宇都宮市 今泉町2543-55,028-689-3935,ラーメン・餃子,321-0962,
将,栃木県 真岡市 田町1058 大山ｺｰﾎﾟ1F,0285-84-6666,居酒屋,321-4325,
まさみ食堂,栃木県 宇都宮市 池上町3-7,028-636-8729,ファミリーレストラン・食堂,320-0801,
益子カントリー倶楽部　ゴルフガーデンレストラン　The　GRILL,栃木県 芳賀郡益子町 上大羽2268,0285-72-1234,その他,321-4212,https://mashikocc.co.jp/restaurant/
益子の茶屋,栃木県 芳賀郡益子町 益子3527-7,0285-72-9210,カフェ・スイーツ,321-4217,https://tougei.net/m-chaya
まじめおやじの創作中華の店　はち,栃木県 足利市 朝倉町578 半田ビル1Ｆ,090-8570-2509,中華料理,326-0823,
まじめおやじの創作中華の店　はち,栃木県 足利市 朝倉町578 半田ﾋﾞﾙ1F,090-8570-2509,中華料理,326-0823,
MASUYA,栃木県 宇都宮市 宮の内4-219,028-653-0515,ファミリーレストラン・食堂,321-0131,
桝屋　味処,栃木県 日光市 中宮祠2482,0288-55-0225,和食・寿司,321-1661,https://masuya.hp.gogo.jp/pc/
まちの駅思季彩館,栃木県 小山市 中央町3-5-3,0285-25-5611,ファミリーレストラン・食堂,323-0023,
マチノテ,栃木県 足利市 伊勢町3-4-8,0284-22-3955,カフェ・スイーツ,326-0053,https://machinote.com/
街家かふぇ木・木,栃木県 宇都宮市 峰3-6-11,028-610-6208,カフェ・スイーツ,321-0942,http://shiatsucafe.jp/
町家カフェ太郎茶屋鎌倉宇都宮店,栃木県 宇都宮市 東谷町484-1,028-653-3211,カフェ・スイーツ,321-0123,
松が峰 田中屋,栃木県 宇都宮市 松が峰1-2-6,028-634-5010,うどん・そば・丼,320-0807,https://www.google.com/amp/s/s.tabelog.com/tochigi/A0901/A090101/9005301/top_amp/
松喜,栃木県 真岡市 さくら4-3-6,0285-74-0130,和食・寿司,321-4523,
まつ坂,栃木県 大田原市 美原1-6-6,0287-23-6275,洋食,324-0047,https://matuzaka.jp/
松屋菓子店,栃木県 下野市 小金井3009-208,0285-44-8181,カフェ・スイーツ,329-0414,
マトリョーシカ やまびこ店,栃木県 宇都宮市 東宿郷2-17-5,028-636-8577,居酒屋,321-0953,
マリオンクレープ　ベルモール店,栃木県 宇都宮市 陽東6-2-1 ﾍﾞﾙﾓｰﾙ2F,028-689-7432,カフェ・スイーツ,321-8555,
丸亀製麺足利,栃木県 足利市 田中町38-5,0284-71-1414,うどん・そば・丼,326-0822,
丸亀製麺宇都宮,栃木県 宇都宮市 台新田1-1-40,028-659-6387,うどん・そば・丼,321-0104,
丸亀製麺宇都宮インターパーク,栃木県 宇都宮市 インターパーク1-5-1,028-653-2850,うどん・そば・丼,321-0118,
丸亀製麺宇都宮上戸祭,栃木県 宇都宮市 上戸祭町337-13,028-643-4301,うどん・そば・丼,320-0051,
丸亀製麺宇都宮鶴田,栃木県 宇都宮市 鶴田町226-2,028-647-5053,うどん・そば・丼,320-0851,
丸亀製麺宇都宮パセオ,栃木県 宇都宮市 川向町1-23 宇都宮ﾊﾟｾｵ1F,028-627-8484,うどん・そば・丼,321-0965,
丸亀製麺宇都宮元今泉,栃木県 宇都宮市 元今泉7-5-7,028-689-4355,うどん・そば・丼,321-0954,
丸亀製麺大田原,栃木県 大田原市 住吉町2-14-3,0287-22-3178,うどん・そば・丼,324-0057,
丸亀製麺小山,栃木県 小山市 駅南町6-28-12,0285-27-4915,うどん・そば・丼,323-0822,
丸亀製麺鹿沼,栃木県 鹿沼市 緑町1-1-16,0289-64-7999,うどん・そば・丼,322-0025,
丸亀製麺黒磯,栃木県 那須塩原市 共墾社79-2,0287-63-1171,うどん・そば・丼,325-0027,
丸亀製麺佐野,栃木県 佐野市 鐙塚町168-1,0283-24-0284,うどん・そば・丼,327-0815,
